"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 05 18:03:55 IST 2024","Wed Jun 05 18:04:04 IST 2024","8770","","TestApplicationPageObject.spec.js","","","","Client app end to end flow",""
